"Year","Month","Day","Hour","AirQualityStationEoICode","AirPollutant","Concentration"
2017,10,13,0,"CZ0TBKR","PM10",17.5
2017,10,14,0,"CZ0TBKR","PM10",16.5
2017,10,15,0,"CZ0TBKR","PM10",12.4
2017,10,16,0,"CZ0TBKR","PM10",21.8
2017,10,18,0,"CZ0TBKR","PM10",33.79999999
2017,10,19,0,"CZ0TBKR","PM10",35.6
2017,10,20,0,"CZ0TBKR","PM10",28.3
2017,10,21,0,"CZ0TBKR","PM10",17.8
2017,10,22,0,"CZ0TBKR","PM10",6.7
2017,10,24,0,"CZ0TBKR","PM10",9.59999999
2017,10,25,0,"CZ0TBKR","PM10",9.5
2017,10,26,0,"CZ0TBKR","PM10",16.3
2017,10,27,0,"CZ0TBKR","PM10",4.29999999
2017,10,28,0,"CZ0TBKR","PM10",7.4
2017,10,29,0,"CZ0TBKR","PM10",6.5
2017,10,31,0,"CZ0TBKR","PM10",7.59999999
2017,11,1,0,"CZ0TBKR","PM10",7.79999999
2017,11,2,0,"CZ0TBKR","PM10",10.1
2017,11,3,0,"CZ0TBKR","PM10",9
2017,11,4,0,"CZ0TBKR","PM10",12.19999999
2017,11,5,0,"CZ0TBKR","PM10",14.9
2017,11,7,0,"CZ0TBKR","PM10",25.6
2017,11,8,0,"CZ0TBKR","PM10",22.1
2017,11,9,0,"CZ0TBKR","PM10",16.19999999
2017,11,11,0,"CZ0TBKR","PM10",4.7
2017,11,12,0,"CZ0TBKR","PM10",2.5
2017,11,13,0,"CZ0TBKR","PM10",7.4
2017,11,14,0,"CZ0TBKR","PM10",9.5
2017,11,15,0,"CZ0TBKR","PM10",4.5
2017,11,17,0,"CZ0TBKR","PM10",6.09999999
2017,11,18,0,"CZ0TBKR","PM10",10.9
2017,11,19,0,"CZ0TBKR","PM10",4.9
2017,11,21,0,"CZ0TBKR","PM10",1.39999999
2017,11,22,0,"CZ0TBKR","PM10",4.09999999
2017,11,23,0,"CZ0TBKR","PM10",8.9
2017,11,24,0,"CZ0TBKR","PM10",9
2017,11,25,0,"CZ0TBKR","PM10",9.59999999
2017,11,26,0,"CZ0TBKR","PM10",8
2017,11,27,0,"CZ0TBKR","PM10",9.59999999
2017,11,29,0,"CZ0TBKR","PM10",7.09999999
2017,11,30,0,"CZ0TBKR","PM10",9.69999999
2017,12,1,0,"CZ0TBKR","PM10",7.29999999
2017,12,2,0,"CZ0TBKR","PM10",18.69999999
2017,12,3,0,"CZ0TBKR","PM10",16.3
2017,12,6,0,"CZ0TBKR","PM10",12
2017,12,7,0,"CZ0TBKR","PM10",13.8
2017,12,8,0,"CZ0TBKR","PM10",10.3
2017,12,9,0,"CZ0TBKR","PM10",7.2
2017,12,11,0,"CZ0TBKR","PM10",5.2
2017,12,12,0,"CZ0TBKR","PM10",3.39999999
2017,12,13,0,"CZ0TBKR","PM10",6.2
2017,12,14,0,"CZ0TBKR","PM10",3.79999999
2017,12,15,0,"CZ0TBKR","PM10",4.29999999
2017,12,17,0,"CZ0TBKR","PM10",10.1
2017,12,18,0,"CZ0TBKR","PM10",25.5
2017,12,19,0,"CZ0TBKR","PM10",7.9
2017,12,20,0,"CZ0TBKR","PM10",12.6
2017,12,21,0,"CZ0TBKR","PM10",7.2
2017,12,23,0,"CZ0TBKR","PM10",7.2
2017,12,24,0,"CZ0TBKR","PM10",2.89999999
2017,12,25,0,"CZ0TBKR","PM10",5.2
2017,12,26,0,"CZ0TBKR","PM10",11.6
2017,12,27,0,"CZ0TBKR","PM10",9.9
2017,12,29,0,"CZ0TBKR","PM10",8.09999999
2017,12,30,0,"CZ0TBKR","PM10",7.9
